nflId,height,weight,birthDate,collegeName,position,displayName,height_in,height_m,weight_kg,bmi,position_group,clean_name
41599,6-1,232,1991-05-06,South Carolina State,ILB,Joe Thomas,73,1.8541999999999998,105.233344,30.608371068496695,LB,joe thomas
41630,6-3,317,1992-05-31,Central Florida,C,Justin McCray,75,1.905,143.788664,39.62184443479998,OL,justin mccray
41665,6-3,310,1991-05-05,Clemson,G,Tyler Shatley,75,1.905,140.61352,38.746914116050455,OL,tyler shatley
41667,6-6,306,1991-02-14,James Madison,T,Josh Wells,78,1.9811999999999999,138.799152,35.36145888859826,OL,josh wells
41707,6-4,325,1991-07-08,Utah State,C,Tyler Larsen,76,1.9304,147.4174,39.55980384259937,OL,tyler larsen
41712,5-11,224,1992-04-03,Oklahoma,RB,Damien Williams,71,1.8034,101.604608,31.241312710754766,RB,damien williams
41786,6-2,270,1991-05-02,Texas Tech,DE,Kerry Hyder,74,1.8796,122.46984,34.665564583137936,DL,kerry hyder
41808,6-0,240,1992-04-08,San Jose State,FB,Keith Smith,72,1.8288,108.86207999999999,32.54949102490797,RB,keith smith
41915,6-2,250,1992-11-17,Colorado State,OLB,Shaquil Barrett,74,1.8796,113.398,32.09774498438697,LB,shaquil barrett
41939,6-6,325,1991-10-25,Ohio State,G,Andrew Norwell,78,1.9811999999999999,147.4174,37.557105028739976,OL,andrew norwell
41947,6-3,250,1991-02-18,Florida State,ILB,Christian Jones,75,1.905,113.398,31.247511383911657,LB,christian jones
41959,6-6,330,1992-07-07,Bloomsburg,G,Matt Feiler,78,1.9811999999999999,149.68536,38.13490664456675,OL,matt feiler
42030,5-9,183,1991-07-12,Pittsburgh,CB,K'Waun Williams,69,1.7526,83.007336,27.02407648041509,DB,kwaun williams
42031,6-5,285,1990-07-15,Mississippi State,DE,Denico Autry,77,1.9558,129.27372,33.795693497947966,DL,denico autry
42033,6-5,245,1991-07-03,Harvard,TE,Cameron Brate,77,1.9558,111.13004,29.052438270165794,TE,cameron brate
42116,5-11,210,1992-03-28,Texas,SS,Adrian Phillips,71,1.8034,95.25431999999999,29.28873066633259,DB,adrian phillips
42302,6-6,255,1992-04-10,Canisius,TE,Chris Manhertz,78,1.9811999999999999,115.66596,29.467882407165213,TE,chris manhertz
42331,6-6,265,1992-04-13,No College,DE,Efe Obada,78,1.9811999999999999,120.20188,30.623485638818753,DL,efe obada
42344,6-4,231,1994-01-06,Florida State,QB,Jameis Winston,76,1.9304,104.779752,28.11789134658602,QB,jameis winston
42345,6-4,222,1993-10-30,Oregon,QB,Marcus Mariota,76,1.9304,100.697424,27.02238908632942,QB,marcus mariota
42346,6-3,255,1994-08-03,Florida,OLB,Dante Fowler,75,1.905,115.66596,31.87246161158989,LB,dante fowler
42347,6-1,211,1994-06-17,Alabama,WR,Amari Cooper,73,1.8541999999999998,95.707912,27.837785756262075,WR,amari cooper
42348,6-5,315,1991-12-26,Iowa,G,Brandon Scherff,77,1.9558,142.88148,37.3531349187846,OL,brandon scherff
42349,6-5,302,1994-06-20,Southern California,DT,Leonard Williams,77,1.9558,136.984784,35.811576969755386,DL,leonard williams
42350,6-3,216,1992-06-25,West Virginia,WR,Kevin White,75,1.905,97.975872,26.99784983569967,WR,kevin white
42356,6-7,316,1993-11-04,Stanford,G,Andrus Peat,79,2.0065999999999997,143.335072,35.598430690532275,OL,andrus peat
42357,6-3,216,1993-01-20,Louisville,WR,DeVante Parker,75,1.905,97.975872,26.99784983569967,WR,devante parker
42358,6-1,215,1993-04-13,Wisconsin,RB,Melvin Gordon,73,1.8541999999999998,97.52228,28.365516291925815,RB,melvin gordon
42360,6-7,292,1993-11-15,Oregon,DT,Arik Armstead,79,2.0065999999999997,132.448864,32.89475241023868,DL,arik armstead
42361,6-0,197,1993-01-09,Washington,CB,Marcus Peters,72,1.8288,89.357624,26.71770721627863,DB,marcus peters
42362,6-5,313,1992-08-23,Florida State,T,Cameron Erving,77,1.9558,141.974296,37.11597215739549,OL,cameron erving
42363,6-0,198,1993-05-24,Southern California,WR,Nelson Agholor,72,1.8288,89.811216,26.85333009554908,WR,nelson agholor
42364,6-5,310,1992-04-25,Texas A&amp;M,T,Cedric Ogbuehi,77,1.9558,140.61352,36.760228015311824,OL,cedric ogbuehi
42365,6-4,269,1993-02-12,Kentucky,OLB,Bud Dupree,76,1.9304,122.016248,32.7433453343361,LB,bud dupree
42367,6-5,307,1993-12-28,Florida,T,D.J. Humphries,77,1.9558,139.252744,36.404483873228166,OL,dj humphries
42368,6-0,230,1994-04-21,Washington,ILB,Shaq Thompson,72,1.8288,104.32616,31.193262232203477,LB,shaq thompson
42369,6-2,215,1993-09-10,Central Florida,WR,Breshad Perriman,74,1.8796,97.52228,27.604060686572797,WR,breshad perriman
42371,6-3,312,1992-02-09,Duke,G,Laken Tomlinson,75,1.905,141.520704,38.99689420712175,OL,laken tomlinson
42372,5-10,192,1993-01-05,Miami,WR,Phillip Dorsett,70,1.778,87.089664,27.548826362958845,WR,phillip dorsett
42376,6-0,218,1994-01-10,Alabama,SS,Landon Collins,72,1.8288,98.883056,29.565787680958078,DB,landon collins
42377,6-6,338,1993-06-23,Penn State,T,Donovan Smith,78,1.9811999999999999,153.314096,39.059389229889575,OL,donovan smith
42378,6-3,280,1994-01-25,Florida State,DT,Mario Edwards,75,1.905,127.00576,34.99721274998105,DL,mario edwards
42381,6-5,265,1992-11-17,Mississippi State,OLB,Preston Smith,77,1.9558,120.20188,31.424065884056883,LB,preston smith
42388,6-0,232,1992-02-29,UCLA,ILB,Eric Kendricks,72,1.8288,105.233344,31.464507990744377,LB,eric kendricks
42390,6-1,205,1992-10-03,Utah,SS,Eric Rowe,73,1.8541999999999998,92.98636,27.046189952766476,DB,eric rowe
42391,5-11,240,1992-12-05,Miami,ILB,Denzel Perryman,71,1.8034,108.86207999999999,33.47283504723725,LB,denzel perryman
42392,6-6,305,1992-04-21,Missouri,C,Mitch Morse,78,1.9811999999999999,138.34556,35.2458985654329,OL,mitch morse
42393,5-11,193,1994-01-02,Florida State,CB,Ronald Darby,71,1.8034,87.543256,26.917738183819953,DB,ronald darby
